Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+00:00,199.7605258603639,199.7605258603639,195.41572832669357,197.26351928710938,2930273,0.0,0.0
2020-01-03 00:00:00+00:00,196.7141626944829,201.0589599609375,195.2659020191706,201.0589599609375,2645364,0.0,0.0
2020-01-06 00:00:00+00:00,201.05894749189457,201.05894749189457,196.41450669500813,198.31224060058594,1694055,0.0,0.0
2020-01-07 00:00:00+00:00,197.06378194561321,203.65587082828316,197.06378194561321,202.25755310058594,1810577,0.0,0.0
2020-01-08 00:00:00+00:00,203.0565590641148,203.0565590641148,200.16002255902512,200.659423828125,1652075,0.0,0.0
2020-01-09 00:00:00+00:00,202.75692539273092,204.75453056901398,200.2599189223771,204.15524291992188,1532090,0.0,0.0
2020-01-10 00:00:00+00:00,204.95428942837128,213.44411148514533,204.95428942837128,211.94590759277344,6990917,0.0,0.0
2020-01-13 00:00:00+00:00,214.74253577233202,225.52960573365016,208.20037640186231,213.54397583007812,7556580,0.0,0.0
2020-01-14 00:00:00+00:00,215.0422049608522,217.13968129734366,212.94471338384238,217.03981018066406,5709772,0.0,0.0
2020-01-15 00:00:00+00:00,218.93752015144824,218.93752015144824,211.9459021660611,214.1432647705078,9092850,0.0,0.0
2020-01-16 00:00:00+00:00,216.3406356821047,216.3406356821047,209.44888903021038,209.84841918945312,3111923,0.0,0.0
2020-01-17 00:00:00+00:00,209.14924353062327,212.74493873216244,209.14924353062327,212.54518127441406,2211840,0.0,0.0
2020-01-20 00:00:00+00:00,209.3490024465714,209.64863099320962,204.75450501824818,205.25390625,2642107,0.0,0.0
2020-01-21 00:00:00+00:00,206.45249706534113,207.05178472936691,202.75693044523123,206.55238342285156,2084903,0.0,0.0
2020-01-22 00:00:00+00:00,205.1540416324069,211.34662975431186,205.1540416324069,208.25033569335938,2994950,0.0,0.0
2020-01-23 00:00:00+00:00,205.5535775802538,206.85202400489678,201.45848083496094,201.45848083496094,4290507,0.0,0.0
2020-01-24 00:00:00+00:00,205.65345512570775,205.65345512570775,202.25753228478789,204.45489501953125,2373084,0.0,0.0
2020-01-27 00:00:00+00:00,199.86038607860954,203.95546717881658,199.2111553101688,201.65821838378906,2664815,0.0,0.0
2020-01-28 00:00:00+00:00,203.6558684771522,203.85564121353423,200.23996500419562,202.35743713378906,1473838,0.0,0.0
2020-01-29 00:00:00+00:00,204.55479196222467,205.15406442605985,201.85802777366777,204.6546630859375,1693204,0.0,0.0
2020-01-30 00:00:00+00:00,205.4536856875572,206.85201843045763,202.55716432954253,203.6558380126953,2117948,0.0,0.0
2020-01-31 00:00:00+00:00,206.2527421070979,209.74855129535382,204.0553793797265,207.75094604492188,3727303,0.0,0.0
2020-02-03 00:00:00+00:00,207.35140658803175,210.2479277626646,207.35140658803175,208.1504364013672,6180011,0.0,0.0
2020-02-04 00:00:00+00:00,211.04700640706335,215.04221707169106,208.45011337884765,210.64747619628906,2696262,0.0,0.0
2020-02-05 00:00:00+00:00,207.65107640896213,215.54162692792934,207.65107640896213,212.24557495117188,3595270,0.0,0.0
2020-02-06 00:00:00+00:00,214.74256155544097,215.74136416732674,211.54639624551015,212.4453125,3069102,0.0,0.0
2020-02-07 00:00:00+00:00,211.9459052713719,213.94351043932173,211.9459052713719,212.04579162597656,2558657,0.0,0.0
2020-02-10 00:00:00+00:00,212.74495740206737,214.44291880271257,209.748549551334,211.74615478515625,1914655,0.0,0.0
2020-02-11 00:00:00+00:00,213.14444202602175,214.84241842559405,211.84601100119534,213.04457092285156,2403709,0.0,0.0
2020-02-12 00:00:00+00:00,213.84363594219715,214.04339340772833,211.84603080584972,212.84483337402344,2537555,0.0,0.0
2020-02-13 00:00:00+00:00,214.44290030382695,214.44290030382695,210.44769018082872,213.8436279296875,2114607,0.0,0.0
2020-02-14 00:00:00+00:00,215.7413330078125,217.23953670925565,214.1432429634,215.7413330078125,2883709,0.0,0.0
2020-02-17 00:00:00+00:00,217.7389729283874,220.53562333520435,215.43174129593197,220.13609313964844,7112360,0.0,0.0
2020-02-18 00:00:00+00:00,216.9399246806593,219.53681757288314,214.54280450362063,215.04220581054688,6890624,0.0,0.0
2020-02-19 00:00:00+00:00,216.5404011357243,219.33705139160156,214.3430385205771,219.33705139160156,4159562,0.0,0.0
2020-02-20 00:00:00+00:00,218.73775956151667,222.33345485599517,216.24075317382812,216.24075317382812,3276747,0.0,0.0
2020-02-21 00:00:00+00:00,213.34421777223466,216.5403826893153,213.34421777223466,215.5415802001953,2566824,0.0,0.0
2020-02-24 00:00:00+00:00,212.74495143941,213.0445952641888,207.49524832401192,211.3466339111328,3051916,0.0,0.0
2020-02-25 00:00:00+00:00,213.44411665290642,213.44411665290642,205.9530970096796,207.1516571044922,10965674,0.0,0.0
2020-02-26 00:00:00+00:00,207.0517627877726,208.1504364013672,199.96025889054488,208.1504364013672,3841899,0.0,0.0
2020-02-27 00:00:00+00:00,204.055362821613,215.04219080746032,203.3562040887989,205.85321044921875,8639935,0.0,0.0
2020-02-28 00:00:00+00:00,202.45726775744157,214.44289799753304,192.96864381736916,204.7545166015625,13160976,0.0,0.0
2020-03-02 00:00:00+00:00,207.75094140334562,212.13768072834745,193.81764814098452,194.2171630859375,11196841,0.0,0.0
2020-03-03 00:00:00+00:00,195.56556669967983,199.46089103371287,191.22076896974198,192.3194580078125,7053077,0.0,0.0
2020-03-04 00:00:00+00:00,193.617897873479,193.617897873479,184.22914391252417,186.7261505126953,5962720,0.0,0.0
2020-03-05 00:00:00+00:00,187.2255395190726,190.3717767726743,181.98182600358754,183.97943115234375,7439632,0.0,0.0
2020-03-06 00:00:00+00:00,180.3338218241853,186.02699389113917,176.68818300093346,185.3278350830078,8882703,0.0,0.0
2020-03-09 00:00:00+00:00,178.23631305729546,180.13404705786968,171.5942821565795,173.64183044433594,7770746,0.0,0.0
2020-03-10 00:00:00+00:00,176.78806895380436,178.6358599515065,169.39693544403366,172.29345703125,5410206,0.0,0.0
2020-03-11 00:00:00+00:00,171.24469357530702,175.14003265155856,169.2470884820039,171.7440948486328,8517723,0.0,0.0
2020-03-12 00:00:00+00:00,164.80242180840042,167.39931455128527,157.2614594593671,163.15440368652344,6642459,0.0,0.0
2020-03-13 00:00:00+00:00,168.99740618607493,171.544356004552,157.81081949763734,160.50758361816406,5928056,0.0,0.0
2020-03-16 00:00:00+00:00,153.31619018315854,159.15919114953795,147.97259048773404,158.01055908203125,8354374,0.0,0.0
2020-03-17 00:00:00+00:00,160.1080662065559,161.1268491664877,150.81919860839844,150.81919860839844,11063096,0.0,0.0
2020-03-18 00:00:00+00:00,151.71811676756192,152.56710511810925,142.2294915720003,146.82398986816406,6467105,0.0,0.0
2020-03-19 00:00:00+00:00,148.82158326230956,195.9151184467595,146.17476254210646,164.35296630859375,10832603,0.0,0.0
2020-03-20 00:00:00+00:00,173.99139485830915,174.7904399174638,164.10325606775652,168.04852294921875,20072461,0.0,0.0
2020-03-23 00:00:00+00:00,162.70493780424096,177.137647598629,160.85216324448152,172.64303588867188,6428603,0.0,0.0
2020-03-24 00:00:00+00:00,177.2874690824765,182.43129659626757,166.65022703373543,181.48243713378906,19922643,0.0,0.0
2020-03-25 00:00:00+00:00,182.68097926313288,187.77487833546138,174.5407446229887,180.2838592529297,5003117,0.0,0.0
2020-03-26 00:00:00+00:00,177.73691321002357,186.0269775390625,174.84039187072307,186.0269775390625,4259039,0.0,0.0
2020-03-27 00:00:00+00:00,183.97941378964168,183.97941378964168,174.59067657273854,180.7832489013672,3424731,0.0,0.0
2020-03-30 00:00:00+01:00,179.78449776730199,183.90955806526281,174.6905975676868,179.2351531982422,6748556,0.0,0.0
2020-03-31 00:00:00+01:00,181.73213267755688,191.0210000413992,174.84040073305493,186.2766876220703,5149008,0.0,0.0
2020-04-01 00:00:00+01:00,181.9818094300741,185.87714825970167,174.19114701133535,178.78564453125,11923404,0.0,0.0
2020-04-02 00:00:00+01:00,182.91235045782028,182.91235045782028,176.91849974147206,180.51480102539062,4205992,3.0948,0.0
2020-04-03 00:00:00+01:00,180.91442631328357,187.4077655258962,178.21718090736837,179.9154510498047,3719288,0.0,0.0
