Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+00:00,1106.2949406802788,1121.2718577472501,1105.7957101113798,1114.7818603515625,757547,0.0,0.0
2020-01-03 00:00:00+00:00,1108.7909523313226,1108.7909523313226,1088.8217321182417,1106.2947998046875,855061,0.0,0.0
2020-01-06 00:00:00+00:00,1099.3057154251119,1100.8034071355005,1072.3472646381201,1086.824951171875,1012938,0.0,0.0
2020-01-07 00:00:00+00:00,1094.812490899498,1099.3055654175535,1084.827880859375,1084.827880859375,1181752,0.0,0.0
2020-01-08 00:00:00+00:00,1077.8385219573975,1087.8231307759004,1073.345447989071,1086.325439453125,1484903,0.0,0.0
2020-01-09 00:00:00+00:00,1088.8217925188528,1094.3133283820841,1081.3333345235376,1092.31640625,1204995,0.0,0.0
2020-01-10 00:00:00+00:00,1098.307254284853,1098.307254284853,1083.3303371809686,1086.824951171875,2569558,0.0,0.0
2020-01-13 00:00:00+00:00,1088.3226543473181,1101.8018798828125,1081.3334262918765,1101.8018798828125,1531749,0.0,0.0
2020-01-14 00:00:00+00:00,1103.7985791592423,1103.7985791592423,1092.8155087198468,1098.8062744140625,2108725,0.0,0.0
2020-01-15 00:00:00+00:00,1096.809310453232,1103.2993063730737,1091.3177754441353,1093.314697265625,1386153,0.0,0.0
2020-01-16 00:00:00+00:00,1094.8124981821659,1106.7940303100145,1080.3348135276822,1106.2947998046875,1285624,0.0,0.0
2020-01-17 00:00:00+00:00,1108.791101177163,1138.7449355178337,1107.6957434736328,1124.7664794921875,1728705,0.0,0.0
2020-01-20 00:00:00+00:00,1124.2670635617076,1127.7616769919616,1117.7770671912358,1122.2701416015625,704350,0.0,0.0
2020-01-21 00:00:00+00:00,1118.2761124888543,1119.7738037109375,1106.793813119549,1119.7738037109375,1761334,0.0,0.0
2020-01-22 00:00:00+00:00,1122.769186155104,1128.266692874836,1113.7830388226043,1119.7738037109375,1780947,0.0,0.0
2020-01-23 00:00:00+00:00,1124.2670445096667,1125.7647359543953,1100.8032118755839,1102.3009033203125,1046894,0.0,0.0
2020-01-24 00:00:00+00:00,1113.2840837360816,1141.2409934621894,1108.7011815902101,1115.281005859375,1586247,0.0,0.0
2020-01-27 00:00:00+00:00,1102.3008570644638,1102.3008570644638,1073.3454903480967,1080.334716796875,2222660,0.0,0.0
2020-01-28 00:00:00+00:00,1083.8293708058463,1099.3055156676523,1077.3353524529143,1097.30859375,1632126,0.0,0.0
2020-01-29 00:00:00+00:00,1118.2763847515737,1129.7586869164336,1103.2994688843653,1110.2886962890625,1731067,0.0,0.0
2020-01-30 00:00:00+00:00,1096.3101045880999,1124.7662411825997,1092.3162608555385,1118.2762451171875,3011453,0.0,0.0
2020-01-31 00:00:00+00:00,1125.7648984357318,1130.257973418402,1100.80337075423,1102.80029296875,2642238,0.0,0.0
2020-02-03 00:00:00+00:00,1104.7971002771842,1129.2593948608182,1093.3147987379273,1124.26708984375,2366961,0.0,0.0
2020-02-04 00:00:00+00:00,1125.7647051130023,1153.721611315365,1125.7647051130023,1146.233154296875,1276290,0.0,0.0
2020-02-05 00:00:00+00:00,1137.247005874687,1159.712376930157,1130.2577793240962,1146.233154296875,2291130,0.0,0.0
2020-02-06 00:00:00+00:00,1156.2177853780022,1158.7139377643969,1143.23779296875,1143.23779296875,1241198,0.0,0.0
2020-02-07 00:00:00+00:00,1153.7218197891136,1153.7218197891136,1132.7541363485498,1145.734130859375,1371100,0.0,0.0
2020-02-10 00:00:00+00:00,1134.251860851378,1151.7249308909018,1133.2533997062624,1141.2410888671875,1130166,0.0,0.0
2020-02-11 00:00:00+00:00,1146.2334170145643,1157.2164898256797,1141.2411111913302,1154.7203369140625,1382673,0.0,0.0
2020-02-12 00:00:00+00:00,1157.2163303467642,1162.7078659955193,1133.253265697651,1154.220947265625,1419756,0.0,0.0
2020-02-13 00:00:00+00:00,1154.2207931656615,1158.7138671875,1139.7431102064036,1158.7138671875,1174241,0.0,0.0
2020-02-14 00:00:00+00:00,1163.2072273372173,1173.6910693003424,1152.2241548044194,1164.2056884765625,983923,0.0,0.0
2020-02-17 00:00:00+00:00,1164.2055076954964,1176.6862699992646,1164.2055076954964,1166.70166015625,577483,0.0,0.0
2020-02-18 00:00:00+00:00,1153.2225166511043,1168.698662978457,1153.2225166511043,1161.210205078125,1043468,0.0,0.0
2020-02-19 00:00:00+00:00,1170.196321684288,1177.1855488615834,1162.208633481665,1165.7032470703125,1073154,0.0,0.0
2020-02-20 00:00:00+00:00,1163.2070881260315,1184.1747695428955,1159.213244046629,1172.1932373046875,1687912,0.0,0.0
2020-02-21 00:00:00+00:00,1173.191965104778,1183.6758081972039,1162.2088913889036,1169.1981201171875,1090874,0.0,0.0
2020-02-24 00:00:00+00:00,1142.239354993642,1145.7339684048989,1117.2778306275225,1128.7601318359375,2249079,0.0,0.0
2020-02-25 00:00:00+00:00,1129.7586869164336,1138.7448364367588,1110.2886962890625,1110.2886962890625,1756757,0.0,0.0
2020-02-26 00:00:00+00:00,1103.2995125354953,1105.7956652787884,1069.8510657753695,1104.2979736328125,2448936,0.0,0.0
2020-02-27 00:00:00+00:00,1085.3273002511294,1088.3226837844813,1034.905010773041,1042.8927001953125,2003812,0.0,0.0
2020-02-28 00:00:00+00:00,1002.4548863002232,1042.892558506557,989.8693043653453,1006.44873046875,5747697,0.0,0.0
2020-03-02 00:00:00+00:00,1018.4302422467957,1036.6641003748362,982.0862366764006,986.27978515625,3768402,0.0,0.0
